event_id,title,home_team,away_team,event_slug,kickoff_utc,kickoff_beijing,target_pre1h_utc,raw_endDate,raw_startDate,home_price,draw_price,away_price,home_no_price,draw_no_price,away_no_price,home_price_method,draw_price_method,away_price_method,home_price_quality,draw_price_quality,away_price_quality,home_trade_count,draw_trade_count,away_trade_count,home_trade_volume,draw_trade_volume,away_trade_volume,home_price_age_seconds,draw_price_age_seconds,away_price_age_seconds,home_price_point_utc,draw_price_point_utc,away_price_point_utc,home_window_start_utc,draw_window_start_utc,away_window_start_utc,home_no_quality,draw_no_quality,away_no_quality,home_no_trade_count,draw_no_trade_count,away_no_trade_count,home_no_price_age,draw_no_price_age,away_no_price_age,home_odds,draw_odds,away_odds,home_prob_norm,draw_prob_norm,away_prob_norm,final_score,result_regular,match_ended,settled
351747,Netherlands vs. Sweden,Netherlands,Sweden,fifwc-nld-swe-2026-06-20,2026-06-20T17:00:00+00:00,2026-06-21 01:00,2026-06-20T16:00:00+00:00,2026-06-20T17:00:00Z,2026-04-06T22:46:09.675871Z,0.57985081,0.24,0.20998599,0.42991157,0.77,0.8,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,70,46,23,5501.024709,2700.968308,2034.965213,1,2,17,2026-06-20T15:59:59+00:00,2026-06-20T15:59:58+00:00,2026-06-20T15:59:43+00:00,2026-06-20T15:57:00+00:00,2026-06-20T15:57:00+00:00,2026-06-20T15:57:00+00:00,high,medium,high,15,9,9,13,229,10,1.7246,4.1667,4.7622,0.5631,0.233,0.2039,5-1,home,Y,Y
351748,Germany vs. Côte d'Ivoire,Germany,Côte d'Ivoire,fifwc-ger-civ-2026-06-20,2026-06-20T20:00:00+00:00,2026-06-21 04:00,2026-06-20T19:00:00+00:00,2026-06-20T20:00:00Z,2026-04-06T22:28:52.746942Z,0.68979326,0.19055454,0.12162451,0.32,0.81020048,0.88,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,203,89,67,89167.578789,4530.676193,20416.482988,1,8,14,2026-06-20T18:59:59+00:00,2026-06-20T18:59:52+00:00,2026-06-20T18:59:46+00:00,2026-06-20T18:57:00+00:00,2026-06-20T18:57:00+00:00,2026-06-20T18:57:00+00:00,high,high,high,4,48,4,2,8,44,1.4497,5.2478,8.222,0.6884,0.1902,0.1214,2-1,home,Y,Y
351749,Ecuador vs. Curaçao,Ecuador,Curaçao,fifwc-ecu-kor-2026-06-20,2026-06-21T00:00:00+00:00,2026-06-21 08:00,2026-06-20T23:00:00+00:00,2026-06-21T00:00:00Z,2026-04-06T22:35:58.695764Z,0.84999177,0.10999999,0.05596804,0.16,0.9,0.945,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,110,19,23,14512.337513,1310.545434,3352.844256,2,8,13,2026-06-20T22:59:58+00:00,2026-06-20T22:59:52+00:00,2026-06-20T22:59:47+00:00,2026-06-20T22:57:00+00:00,2026-06-20T22:57:00+00:00,2026-06-20T22:57:00+00:00,high,medium,high,12,5,7,10,19,44,1.1765,9.0909,17.8673,0.8366,0.1083,0.0551,0-0,draw,Y,Y
351750,Tunisia vs. Japan,Tunisia,Japan,fifwc-tun-jpn-2026-06-21,2026-06-21T04:00:00+00:00,2026-06-21 12:00,2026-06-21T03:00:00+00:00,2026-06-21T04:00:00Z,2026-04-06T22:40:43.476465Z,0.1099406,0.20996956,0.69317065,0.9,0.79021903,0.30371645,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,15,10,103,1010.267254,1140.184275,35023.302772,7,7,1,2026-06-21T02:59:53+00:00,2026-06-21T02:59:53+00:00,2026-06-21T02:59:59+00:00,2026-06-21T02:57:00+00:00,2026-06-21T02:57:00+00:00,2026-06-21T02:57:00+00:00,medium,high,high,6,3,9,149,22,13,9.0958,4.7626,1.4426,0.1085,0.2073,0.6842,0-4,away,Y,Y
351751,Spain vs. Saudi Arabia,Spain,Saudi Arabia,fifwc-esp-ksa-2026-06-21,2026-06-21T16:00:00+00:00,2026-06-22 00:00,2026-06-21T15:00:00+00:00,2026-06-21T16:00:00Z,2026-04-06T22:56:11.195123Z,0.89998002,0.08,0.037,0.11,0.92940876,0.964,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,34,38,22,5505.83323,4069.375,3306.081062,1,10,1,2026-06-21T14:59:59+00:00,2026-06-21T14:59:50+00:00,2026-06-21T14:59:59+00:00,2026-06-21T14:57:00+00:00,2026-06-21T14:57:00+00:00,2026-06-21T14:57:00+00:00,high,fair,high,20,9,4,50,148,7,1.1111,12.5,27.027,0.885,0.0787,0.0364,4-0,home,Y,Y
351752,Belgium vs. IR Iran,Belgium,IR Iran,fifwc-bel-irn-2026-06-21,2026-06-21T19:00:00+00:00,2026-06-22 03:00,2026-06-21T18:00:00+00:00,2026-06-21T19:00:00Z,2026-04-06T22:34:48.631533Z,0.69978631,0.19987881,0.11,0.30944334,0.80548267,0.89992103,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,65,13,30,5552.054183,4125.6,41108.727245,1,13,5,2026-06-21T17:59:59+00:00,2026-06-21T17:59:47+00:00,2026-06-21T17:59:55+00:00,2026-06-21T17:57:00+00:00,2026-06-21T17:57:00+00:00,2026-06-21T17:57:00+00:00,medium,fair,high,11,16,3,106,80,95,1.429,5.003,9.0909,0.6931,0.198,0.1089,0-0,draw,Y,Y
351753,Uruguay vs. Cabo Verde,Uruguay,Cabo Verde,fifwc-ury-cvi-2026-06-21,2026-06-21T22:00:00+00:00,2026-06-22 06:00,2026-06-21T21:00:00+00:00,2026-06-21T22:00:00Z,2026-04-06T22:54:29.030304Z,0.69995305,0.21999999,0.1,0.31,0.78999999,0.91,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,39,13,4,7711.829937,924.66453,884.9,7,32,22,2026-06-21T20:59:53+00:00,2026-06-21T20:59:28+00:00,2026-06-21T20:59:38+00:00,2026-06-21T20:57:00+00:00,2026-06-21T20:57:00+00:00,2026-06-21T20:57:00+00:00,medium,fair,high,9,3,3,22,572,55,1.4287,4.5455,10.0,0.6863,0.2157,0.098,2-2,draw,Y,Y
351754,New Zealand vs. Egypt,New Zealand,Egypt,fifwc-nzl-egy-2026-06-21,2026-06-22T01:00:00+00:00,2026-06-22 09:00,2026-06-22T00:00:00+00:00,2026-06-22T01:00:00Z,2026-04-06T22:49:53.10865Z,0.1597273,0.23999999,0.619994,0.85,0.7674852,0.38999999,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,10,11,20,229.1875,305.958324,2685.222876,16,4,5,2026-06-21T23:59:44+00:00,2026-06-21T23:59:56+00:00,2026-06-21T23:59:55+00:00,2026-06-21T23:57:00+00:00,2026-06-21T23:57:00+00:00,2026-06-21T23:57:00+00:00,medium,fair,high,6,20,3,91,220,109,6.2607,4.1667,1.6129,0.1566,0.2354,0.608,1-3,away,Y,Y
351755,Argentina vs. Austria,Argentina,Austria,fifwc-arg-aut-2026-06-22,2026-06-22T17:00:00+00:00,2026-06-23 01:00,2026-06-22T16:00:00+00:00,2026-06-22T17:00:00Z,2026-04-06T22:53:11.310543Z,0.6799327,0.21826742,0.12,0.32999998,0.78495996,0.88516776,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,103,23,22,24561.059835,2120.314518,9544.256653,1,2,7,2026-06-22T15:59:59+00:00,2026-06-22T15:59:58+00:00,2026-06-22T15:59:53+00:00,2026-06-22T15:57:00+00:00,2026-06-22T15:57:00+00:00,2026-06-22T15:57:00+00:00,high,high,high,3,4,4,88,79,41,1.4707,4.5815,8.3333,0.6678,0.2144,0.1179,2-0,home,Y,Y
351756,France vs. Iraq,France,Iraq,fifwc-fra-irq-2026-06-22,2026-06-22T21:00:00+00:00,2026-06-23 05:00,2026-06-22T20:00:00+00:00,2026-06-22T21:00:00Z,2026-04-06T22:37:01.118515Z,0.91999236,0.06999998,0.02269629,0.09,0.93001362,0.97619082,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,42,7,10,40285.261557,282.714275,2789.928691,1,8,2,2026-06-22T19:59:59+00:00,2026-06-22T19:59:52+00:00,2026-06-22T19:59:58+00:00,2026-06-22T19:57:00+00:00,2026-06-22T19:57:00+00:00,2026-06-22T19:57:00+00:00,high,fair,medium,3,101,36,82,466,119,1.087,14.2857,44.0601,0.9085,0.0691,0.0224,3-0,home,Y,Y
351757,Norway vs. Senegal,Norway,Senegal,fifwc-nor-sen-2026-06-22,2026-06-23T00:00:00+00:00,2026-06-23 08:00,2026-06-22T23:00:00+00:00,2026-06-23T00:00:00Z,2026-04-06T22:34:26.592633Z,0.41997723,0.29,0.31961768,0.58811264,0.71999021,0.69,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,37,13,10,3241.715672,1716.551705,1230.13125,1,40,25,2026-06-22T22:59:59+00:00,2026-06-22T22:59:20+00:00,2026-06-22T22:59:35+00:00,2026-06-22T22:57:00+00:00,2026-06-22T22:57:00+00:00,2026-06-22T22:57:00+00:00,high,fair,high,6,48,13,41,37,16,2.3811,3.4483,3.1287,0.4079,0.2817,0.3104,3-2,home,Y,Y
351758,Jordan vs. Algeria,Jordan,Algeria,fifwc-jor-alg-2026-06-22,2026-06-23T03:00:00+00:00,2026-06-23 11:00,2026-06-23T02:00:00+00:00,2026-06-23T03:00:00Z,2026-04-06T22:33:12.079669Z,0.14,0.2241228,0.64997884,0.8638608,0.78,0.3599942,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,19,22,36,2477.80855,5006.093019,3308.194552,10,13,1,2026-06-23T01:59:50+00:00,2026-06-23T01:59:47+00:00,2026-06-23T01:59:59+00:00,2026-06-23T01:57:00+00:00,2026-06-23T01:57:00+00:00,2026-06-23T01:57:00+00:00,high,high,medium,4,7,7,112,38,143,7.1429,4.4618,1.5385,0.1381,0.221,0.6409,1-2,away,Y,Y
351759,Portugal vs. Uzbekistan,Portugal,Uzbekistan,fifwc-prt-uzb-2026-06-23,2026-06-23T17:00:00+00:00,2026-06-24 01:00,2026-06-23T16:00:00+00:00,2026-06-23T17:00:00Z,2026-04-06T22:53:40.238439Z,0.85993709,0.10998756,0.05,0.15,0.9,0.96,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,55,14,15,6639.339542,9969.945435,58998.0,1,5,1,2026-06-23T15:59:59+00:00,2026-06-23T15:59:55+00:00,2026-06-23T15:59:59+00:00,2026-06-23T15:57:00+00:00,2026-06-23T15:57:00+00:00,2026-06-23T15:57:00+00:00,medium,high,medium,7,3,9,122,62,71,1.1629,9.0919,20.0,0.8431,0.1078,0.049,5-0,home,Y,Y
351760,England vs. Ghana,England,Ghana,fifwc-eng-gha-2026-06-23,2026-06-23T20:00:00+00:00,2026-06-24 04:00,2026-06-23T19:00:00+00:00,2026-06-23T20:00:00Z,2026-04-06T22:25:28.547306Z,0.83985138,0.12999999,0.05999999,0.17,0.87998541,0.95,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,56,12,5,10552.537009,787.461524,480.333329,4,14,22,2026-06-23T18:59:56+00:00,2026-06-23T18:59:46+00:00,2026-06-23T18:59:38+00:00,2026-06-23T18:57:00+00:00,2026-06-23T18:57:00+00:00,2026-06-23T18:57:00+00:00,high,fair,medium,3,11,7,100,80,43,1.1907,7.6923,16.6667,0.8155,0.1262,0.0583,0-0,draw,Y,Y
351761,Panama vs. Croatia,Panama,Croatia,fifwc-pan-hrv-2026-06-23,2026-06-23T23:00:00+00:00,2026-06-24 07:00,2026-06-23T22:00:00+00:00,2026-06-23T23:00:00Z,2026-04-06T22:36:42.90598Z,0.12,0.20992264,0.67978451,0.88143262,0.7999289,0.32999986,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,6,7,50,4405.813329,5451.043801,16773.182283,53,10,1,2026-06-23T21:59:07+00:00,2026-06-23T21:59:50+00:00,2026-06-23T21:59:59+00:00,2026-06-23T21:57:00+00:00,2026-06-23T21:57:00+00:00,2026-06-23T21:57:00+00:00,high,fair,high,3,10,46,44,769,1,8.3333,4.7637,1.4711,0.1188,0.2079,0.6732,0-1,away,Y,Y
351762,Colombia vs. DR Congo,Colombia,DR Congo,fifwc-col-cdr-2026-06-23,2026-06-24T02:00:00+00:00,2026-06-24 10:00,2026-06-24T01:00:00+00:00,2026-06-24T02:00:00Z,2026-04-06T22:30:18.836641Z,0.63976453,0.23991271,0.13864084,0.36997621,0.76772808,0.87,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,163,53,39,35248.914375,8895.608292,10507.568522,1,1,5,2026-06-24T00:59:59+00:00,2026-06-24T00:59:59+00:00,2026-06-24T00:59:55+00:00,2026-06-24T00:57:00+00:00,2026-06-24T00:57:00+00:00,2026-06-24T00:57:00+00:00,high,fair,high,138,13,29,1,179,1,1.5631,4.1682,7.2129,0.6283,0.2356,0.1361,1-0,home,Y,Y
351763,Switzerland vs. Canada,Switzerland,Canada,fifwc-che-can-2026-06-24,2026-06-24T19:00:00+00:00,2026-06-25 03:00,2026-06-24T18:00:00+00:00,2026-06-24T19:00:00Z,2026-04-06T22:40:00.371791Z,0.38967735,0.32453606,0.3,0.61168919,0.68,0.71,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,33,23,16,1450.216114,2828.509066,4772.019984,7,14,1,2026-06-24T17:59:53+00:00,2026-06-24T17:59:46+00:00,2026-06-24T17:59:59+00:00,2026-06-24T17:57:00+00:00,2026-06-24T17:57:00+00:00,2026-06-24T17:57:00+00:00,high,medium,high,5,5,3,41,176,79,2.5662,3.0813,3.3333,0.3842,0.32,0.2958,2-1,home,Y,Y
351764,Bosnia-Herzegovina vs. Qatar,Bosnia-Herzegovina,Qatar,fifwc-bih-qat-2026-06-24,2026-06-24T19:00:00+00:00,2026-06-25 03:00,2026-06-24T18:00:00+00:00,2026-06-24T19:00:00Z,2026-04-06T22:43:43.475091Z,0.71995334,0.17,0.11999999,0.29,0.8300042,0.88950501,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,17,14,9,1834.674966,2380.0588,743.249989,5,14,10,2026-06-24T17:59:55+00:00,2026-06-24T17:59:46+00:00,2026-06-24T17:59:50+00:00,2026-06-24T17:57:00+00:00,2026-06-24T17:57:00+00:00,2026-06-24T17:57:00+00:00,high,medium,medium,5,7,5,13,20,95,1.389,5.8824,8.3333,0.7129,0.1683,0.1188,3-1,home,Y,Y
351765,Morocco vs. Haiti,Morocco,Haiti,fifwc-mar-hai-2026-06-24,2026-06-24T22:00:00+00:00,2026-06-25 06:00,2026-06-24T21:00:00+00:00,2026-06-24T22:00:00Z,2026-04-06T22:56:32.859811Z,0.81999852,0.14,0.06000054,0.19,0.86999999,0.94,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_10m_pre_anchor,high,high,medium,70,16,14,64855.002178,113701.571409,794606.968087,1,14,26,2026-06-24T20:59:59+00:00,2026-06-24T20:59:46+00:00,2026-06-24T20:59:34+00:00,2026-06-24T20:57:00+00:00,2026-06-24T20:57:00+00:00,2026-06-24T20:50:00+00:00,high,high,high,10,10,10,13,35,7,1.2195,7.1429,16.6665,0.8039,0.1373,0.0588,4-2,home,Y,Y
351766,Scotland vs. Brazil,Scotland,Brazil,fifwc-sco-bra-2026-06-24,2026-06-24T22:00:00+00:00,2026-06-25 06:00,2026-06-24T21:00:00+00:00,2026-06-24T22:00:00Z,2026-04-06T22:40:19.289969Z,0.08996701,0.17,0.74999355,0.92,0.83925687,0.25996217,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,17,15,102,7376.31998,9887.058799,39566.889876,16,23,1,2026-06-24T20:59:44+00:00,2026-06-24T20:59:37+00:00,2026-06-24T20:59:59+00:00,2026-06-24T20:57:00+00:00,2026-06-24T20:57:00+00:00,2026-06-24T20:57:00+00:00,high,fair,high,4,8,10,55,101,44,11.1152,5.8824,1.3333,0.0891,0.1683,0.7426,0-3,away,Y,Y
351767,Czechia vs. Mexico,Czechia,Mexico,fifwc-cze-mex-2026-06-24,2026-06-25T01:00:00+00:00,2026-06-25 09:00,2026-06-25T00:00:00+00:00,2026-06-25T01:00:00Z,2026-04-06T22:31:04.400674Z,0.21967625,0.24,0.54994486,0.79,0.7688411,0.45002086,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,16,17,93,5459.149073,4939.291649,67480.180803,1,1,2,2026-06-24T23:59:59+00:00,2026-06-24T23:59:59+00:00,2026-06-24T23:59:58+00:00,2026-06-24T23:57:00+00:00,2026-06-24T23:57:00+00:00,2026-06-24T23:57:00+00:00,high,medium,high,5,3,12,1,148,1,4.5522,4.1667,1.8184,0.2176,0.2377,0.5447,0-3,away,Y,Y
351768,South Africa vs. Korea Republic,South Africa,Korea Republic,fifwc-rsa-kr-2026-06-24,2026-06-25T01:00:00+00:00,2026-06-25 09:00,2026-06-25T00:00:00+00:00,2026-06-25T01:00:00Z,2026-04-06T22:38:11.503733Z,0.16971955,0.25999999,0.57998041,0.84,0.74979017,0.43,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,9,8,92,6292.352343,276.153837,16563.656749,8,10,1,2026-06-24T23:59:52+00:00,2026-06-24T23:59:50+00:00,2026-06-24T23:59:59+00:00,2026-06-24T23:57:00+00:00,2026-06-24T23:57:00+00:00,2026-06-24T23:57:00+00:00,high,medium,high,7,9,3,13,389,65,5.8921,3.8462,1.7242,0.1681,0.2575,0.5744,1-0,home,Y,Y
351769,Ecuador vs. Germany,Ecuador,Germany,fifwc-ecu-ger-2026-06-25,2026-06-25T20:00:00+00:00,2026-06-26 04:00,2026-06-25T19:00:00+00:00,2026-06-25T20:00:00Z,2026-04-06T22:47:43.408987Z,0.19141745,0.20313671,0.60957432,0.809,0.79763536,0.39094785,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,11,12,73,1990.842909,1043.383842,40817.245891,4,10,8,2026-06-25T18:59:56+00:00,2026-06-25T18:59:50+00:00,2026-06-25T18:59:52+00:00,2026-06-25T18:57:00+00:00,2026-06-25T18:57:00+00:00,2026-06-25T18:57:00+00:00,high,high,high,28,18,8,40,2,19,5.2242,4.9228,1.6405,0.1906,0.2023,0.6071,2-1,home,Y,Y
351770,Curaçao vs. Côte d'Ivoire,Curaçao,Côte d'Ivoire,fifwc-kor-civ-2026-06-25,2026-06-25T20:00:00+00:00,2026-06-26 04:00,2026-06-25T19:00:00+00:00,2026-06-25T20:00:00Z,2026-04-06T22:49:02.648301Z,0.05994342,0.11844841,0.82698133,0.94070143,0.88199999,0.17330539,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,14,9,9,5625.816605,1369.545771,214.868498,22,28,7,2026-06-25T18:59:38+00:00,2026-06-25T18:59:32+00:00,2026-06-25T18:59:53+00:00,2026-06-25T18:57:00+00:00,2026-06-25T18:57:00+00:00,2026-06-25T18:57:00+00:00,high,high,high,5,7,5,32,10,20,16.6824,8.4425,1.2092,0.0596,0.1178,0.8226,0-2,away,Y,Y
351771,Japan vs. Sweden,Japan,Sweden,fifwc-jpn-swe-2026-06-25,2026-06-25T23:00:00+00:00,2026-06-26 07:00,2026-06-25T22:00:00+00:00,2026-06-25T23:00:00Z,2026-04-06T22:26:39.091486Z,0.44224573,0.281,0.27883062,0.55884871,0.7198715,0.72252898,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,135,18,35,90751.581562,8322.535954,4920.385491,1,17,2,2026-06-25T21:59:59+00:00,2026-06-25T21:59:43+00:00,2026-06-25T21:59:58+00:00,2026-06-25T21:57:00+00:00,2026-06-25T21:57:00+00:00,2026-06-25T21:57:00+00:00,high,high,high,11,9,8,13,7,7,2.2612,3.5587,3.5864,0.4413,0.2804,0.2783,1-1,draw,Y,Y
351772,Tunisia vs. Netherlands,Tunisia,Netherlands,fifwc-tun-nld-2026-06-25,2026-06-25T23:00:00+00:00,2026-06-26 07:00,2026-06-25T22:00:00+00:00,2026-06-25T23:00:00Z,2026-04-06T22:54:09.122412Z,0.03177955,0.08999998,0.88270796,0.96914131,0.92,0.11710794,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,10,5,24,5007.936656,276.222216,33857.589581,5,1,2,2026-06-25T21:59:55+00:00,2026-06-25T21:59:59+00:00,2026-06-25T21:59:58+00:00,2026-06-25T21:57:00+00:00,2026-06-25T21:57:00+00:00,2026-06-25T21:57:00+00:00,high,high,medium,12,5,6,20,20,85,31.4668,11.1111,1.1329,0.0316,0.0896,0.8788,1-3,away,Y,Y
351773,Paraguay vs. Australia,Paraguay,Australia,fifwc-par-aus-2026-06-25,2026-06-26T02:00:00+00:00,2026-06-26 10:00,2026-06-26T01:00:00+00:00,2026-06-26T02:00:00Z,2026-04-06T22:37:25.89372Z,0.37,0.41803612,0.24,0.64,0.59005668,0.77,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,69,12,34,4725.564561,906.620194,8566.246631,4,13,1,2026-06-26T00:59:56+00:00,2026-06-26T00:59:47+00:00,2026-06-26T00:59:59+00:00,2026-06-26T00:57:00+00:00,2026-06-26T00:57:00+00:00,2026-06-26T00:57:00+00:00,medium,high,high,20,22,6,73,26,20,2.7027,2.3921,4.1667,0.3599,0.4066,0.2335,0-0,draw,Y,Y
351774,Türkiye vs. United States,Türkiye,United States,fifwc-tur-usa-2026-06-25,2026-06-26T02:00:00+00:00,2026-06-26 10:00,2026-06-26T01:00:00+00:00,2026-06-26T02:00:00Z,2026-04-06T22:31:45.292028Z,0.26398559,0.2299906,0.50986924,0.73992143,0.78620403,0.49668749,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,26,165,155,15502.864787,93167.408377,149222.925679,1,14,1,2026-06-26T00:59:59+00:00,2026-06-26T00:59:46+00:00,2026-06-26T00:59:59+00:00,2026-06-26T00:57:00+00:00,2026-06-26T00:57:00+00:00,2026-06-26T00:57:00+00:00,high,fair,high,23,9,70,23,584,1,3.7881,4.348,1.9613,0.263,0.2291,0.5079,3-2,home,Y,Y
351775,Norway vs. France,Norway,France,fifwc-nor-fra-2026-06-26,2026-06-26T19:00:00+00:00,2026-06-27 03:00,2026-06-26T18:00:00+00:00,2026-06-26T19:00:00Z,2026-04-06T22:41:04.554817Z,0.12995126,0.17994829,0.69946,0.88,0.82999999,0.30741442,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,34,21,79,19635.759961,1611.20886,26936.557048,1,2,1,2026-06-26T17:59:59+00:00,2026-06-26T17:59:58+00:00,2026-06-26T17:59:59+00:00,2026-06-26T17:57:00+00:00,2026-06-26T17:57:00+00:00,2026-06-26T17:57:00+00:00,high,high,high,3,13,3,82,38,134,7.6952,5.5572,1.4297,0.1287,0.1783,0.693,1-4,away,Y,Y
351776,Senegal vs. Iraq,Senegal,Iraq,fifwc-sen-irq-2026-06-26,2026-06-26T19:00:00+00:00,2026-06-27 03:00,2026-06-26T18:00:00+00:00,2026-06-26T19:00:00Z,2026-04-06T22:46:25.941422Z,0.7900936,0.14,0.07980284,0.21,0.87,0.92001687,data_api_vwap_3m_pre_anchor,data_api_vwap_10m_pre_anchor,data_api_vwap_3m_pre_anchor,high,medium,high,39,15,4,484403.503717,19671.999983,634.0,1,52,41,2026-06-26T17:59:59+00:00,2026-06-26T17:59:08+00:00,2026-06-26T17:59:19+00:00,2026-06-26T17:57:00+00:00,2026-06-26T17:50:00+00:00,2026-06-26T17:57:00+00:00,high,high,high,139,4,30,1,121,8,1.2657,7.1429,12.5309,0.7824,0.1386,0.079,5-0,home,Y,Y
351777,Cabo Verde vs. Saudi Arabia,Cabo Verde,Saudi Arabia,fifwc-cvi-ksa-2026-06-26,2026-06-27T00:00:00+00:00,2026-06-27 08:00,2026-06-26T23:00:00+00:00,2026-06-27T00:00:00Z,2026-04-06T22:50:45.114369Z,0.32961094,0.28993548,0.38377071,0.67999997,0.71386458,0.61999004,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,29,15,18,2313.272698,2672.114117,1605.319218,2,5,1,2026-06-26T22:59:58+00:00,2026-06-26T22:59:55+00:00,2026-06-26T22:59:59+00:00,2026-06-26T22:57:00+00:00,2026-06-26T22:57:00+00:00,2026-06-26T22:57:00+00:00,high,medium,high,7,4,7,49,463,43,3.0339,3.449,2.6057,0.3285,0.289,0.3825,0-0,draw,Y,Y
351778,Uruguay vs. Spain,Uruguay,Spain,fifwc-ury-esp-2026-06-26,2026-06-27T00:00:00+00:00,2026-06-27 08:00,2026-06-26T23:00:00+00:00,2026-06-27T00:00:00Z,2026-04-06T22:35:13.529057Z,0.15001529,0.26000212,0.59900852,0.85037058,0.74,0.4183014,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,25,13,89,32690.09998,61553.425059,42457.881611,22,34,2,2026-06-26T22:59:38+00:00,2026-06-26T22:59:26+00:00,2026-06-26T22:59:58+00:00,2026-06-26T22:57:00+00:00,2026-06-26T22:57:00+00:00,2026-06-26T22:57:00+00:00,high,high,high,8,9,39,22,2,14,6.666,3.8461,1.6694,0.1487,0.2577,0.5937,0-1,away,Y,Y
351779,Egypt vs. IR Iran,Egypt,IR Iran,fifwc-egy-irn-2026-06-26,2026-06-27T03:00:00+00:00,2026-06-27 11:00,2026-06-27T02:00:00+00:00,2026-06-27T03:00:00Z,2026-04-06T22:55:48.40433Z,0.36999761,0.35999998,0.28999999,0.63984699,0.64999999,0.71142085,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,32,3,3,11607.986181,60.277773,170.31034,7,31,1,2026-06-27T01:59:53+00:00,2026-06-27T01:59:29+00:00,2026-06-27T01:59:59+00:00,2026-06-27T01:57:00+00:00,2026-06-27T01:57:00+00:00,2026-06-27T01:57:00+00:00,medium,medium,medium,8,6,10,73,398,136,2.7027,2.7778,3.4483,0.3627,0.3529,0.2843,1-1,draw,Y,Y
